,Season,Sentence,labels
3996,Season 2,I... I saw it. I saw... something take that child.,surprise
3997,Season 2,"Yeah. Whatever it was, I daresay you'll see it again. Now, ready my horse. We leave at dawn.",neutral
3998,Season 2,Don't lose it again.,neutral
3999,Season 2,Gilly.,neutral
4000,Season 2,You're leaving.,neutral
4001,Season 2,"I, I wanted to give you something. It belonged to my mother.",sadness
4002,Season 2,I can't take it.,sadness
4003,Season 2,Please. I want you to. My mother used it for sewing. She'd let me sit with her in her chamber while she sewed and I'd read to her. My father put a stop to it when he found out. It's the only thing I have of hers. She gave it to me before I left for the Wall.,neutral
4004,Season 2,"You, you shouldn't give it away.",anger
4005,Season 2,I'm not giving it away. I'm giving it to you.,neutral
4006,Season 2,Keep it safe for me. Til I come back.,neutral
4007,Season 2,Hodor.,disgust
4008,Season 2,"Hodor. Rouse Bran, will you? It's time for his lessons.",neutral
4009,Season 2,Every night it's the same.,neutral
4010,Season 2,"I'm walking and running, but I'm not I'm not me. I'm running through the godswood, sniffing the dirt, tasting blood in my mouth when I've made a fresh kill, howling. Old Nan used to tell me stories about magical people who could live inside stags, birds, wolves.",disgust
4011,Season 2,"That's exactly what they are, Bran - stories.",neutral
4012,Season 2,So she was lying? They don't exist?,anger
4013,Season 2,"Well, they may have done. But they're gone from the world, along with much else. These are dreams, Bran, nothing more.",neutral
4014,Season 2,"No, my dreams are different. Mine are true. I dreamt of my father dying. And Rickon had the same dream.",fear
4015,Season 2,What about all the dreams you had that didn't come true? Hmm? Right.,neutral
4016,Season 2,"This link is made of Valyrian steel. Only one maester in a hundred wears it on his chain. It signifies that I have studied the higher mysteries. And all who study these mysteries try their hand at spells. I was no different. I was young. And what boy doesn't secretly wish for hidden powers to lift him out of his dull life into a special one? But in the end, for all my efforts, I got no more out of it than a thousand boys before me. Come on.",neutral
4017,Season 2,All right. Maybe magic once was a mighty force in the world. But not anymore. The dragons are gone. The giants are dead. And the Children of the Forest forgotten.,neutral
4018,Season 2,Loras! Highgarden!,joy
4019,Season 2,Get him!,anger
4020,Season 2,Oh!,surprise
4021,Season 2,Yield! I yield.,joy
4022,Season 2,Well fought. Approach.,neutral
4023,Season 2,Rise. Remove your helm.,anger
4024,Season 2,"You are all your father promised and more, my lady. I've seen Ser Loras bested once or twice, but never quite in that fashion.",neutral
4025,Season 2,"Now, now, my love. My brother fought valiantly for you.",joy
4026,Season 2,"That he did, my queen. But there can only be one champion. Brienne of Tarth, you may ask anything of me you desire. If it is within my power, it is yours.",neutral
4027,Season 2,"Your Grace, I ask the honor of a place in your Kingsguard.",neutral
4028,Season 2,What?,surprise
4029,Season 2,"I will be one of your seven, pledge my life to yours, and keep you safe from all harm.",neutral
4030,Season 2,"Done. Rise, Brienne of the Kingsguard.",neutral
4031,Season 2,"Your Grace, I have the honor to bring you Lady Catelyn Stark, sent as an envoy by her son Robb, Lord of Winterfell.",neutral
4032,Season 2,Lord of Winterfell and King in the North.,neutral
4033,Season 2,"Lady Catelyn. I'm pleased to see you. May I present my wife, Margaery of House Tyrell?",joy
4034,Season 2,"You are very welcome here, Lady Stark. I'm so sorry for your loss.",sadness
4035,Season 2,You are most kind.,neutral
4036,Season 2,"My lady, I swear to you I will see the Lannisters answer for your husbando s murder. When I take King's Landing, I'll bring you Joffrey's head.",anger
4037,Season 2,"It will be enough to know that justice was done, my lord.",neutral
4038,Season 2,Your Grace. And you should kneel when you approach the King.,disgust
4039,Season 2,There's no need for that. Lady Stark is an honored guest.,neutral
4040,Season 2,Has your son marched against Tywin Lannister yet?,neutral
4041,Season 2,"I do not sit on my son's war councils. And if I did, I would not share his strategies with you.",neutral
4042,Season 2,"If Robb Stark wants a pact with us, he should come himself, not hide behind his mother's skirts.",neutral
4043,Season 2,"My son is fighting a war, not playing at one.",disgust
4044,Season 2,"Don't worry, my lady. Our war is just beginning.",fear
4045,Season 2,Your Grace.,neutral
4046,Season 2,Gerard. How's your foot?,surprise
4047,Season 2,"Better, Your Grace.",neutral
4048,Season 2,They don't know their own size is all.,surprise
4049,Season 2,Good man.,neutral
4050,Season 2,I have a hundred thousand men at my command. All the might of the Stormlands and the Reach.,neutral
4051,Season 2,"And all of them young and bold like your Knight of Flowers? It's a game to you, isn't it? I pity them.",disgust
4052,Season 2,Why?,surprise
4053,Season 2,Because it won't last. Because they are the knights of summer and winter is coming.,neutral
4054,Season 2,"Brienne, escort Lady Catelyn to her tent. She's tired from her journey.",sadness
4055,Season 2,"At once, Your Grace. Shall I return after?",neutral
4056,Season 2,That won't be necessary. I would pray awhile. Alone.,sadness
4057,Season 2,"If you'll follow me, my lady.",neutral
4058,Season 2,"You fought bravely today, Lady Brienne.",fear
4059,Season 2,"I fought for my king. Soon I'll fight for him on the battlefield. Die for him if I must. And, if it please you, Brienne's enough. I'm no lady.",neutral
4060,Season 2,What are you doing here?,surprise
4061,Season 2,"I live here. Are you angry with me, brother?",anger
4062,Season 2,You lying bitch.,anger
4063,Season 2,It's not my fault you didn't recognize me.,neutral
4064,Season 2,Recognize you? How could I? The last time I saw you- you looked like a fat little boy.,surprise
4065,Season 2,"You were a fat little boy, too, but I recognized you.",disgust
4066,Season 2,Why didn't you tell me?,anger
4067,Season 2,I wanted to see who you were first. And I did.,neutral
4068,Season 2,The plans are made. It's time you heard them.,neutral
4069,Season 2,Father.,sadness
4070,Season 2,Father.,sadness
4071,Season 2,"The wolf pup has gone south with the entirety of the Northern army at his back. While he's tangling with the lion in the Westerlands, the North is ripe for the taking. The Ironborn will reave and pillage, as it was in the old days, all along the northern coast. We'll spread our dominion across the green lands, securing the Neck and everything above. Every stronghold will yield to us, one by one. Winterfell may defy us for a year, but what of it? The rest shall be ours, forest, field, and hall.",neutral
4072,Season 2,"Yara, my daughter, you'll take thirty longships to attack Deepwood Motte.",neutral
4073,Season 2,I've always wanted a castle.,joy
4074,Season 2,And what's my role in all this?,neutral
4075,Season 2,You'll take a ship to raid the fishing villages on the Stoney Shore.,fear
4076,Season 2,A ship? You give her thirty and I get one?,surprise
4077,Season 2,The Sea Bitch. We thought she'd be perfect for you.,neutral
4078,Season 2,I'm to fight fishermen?,fear
4079,Season 2,Be careful of their nets.,neutral
4080,Season 2,"Father, I fought with Robb Stark. I know his men. He won't give up the North so easily.",neutral
4081,Season 2,They won't even know we're there until it's too late.,neutral
4082,Season 2,"What do you know of it, woman? I'm a proven warrior.",neutral
4083,Season 2,"Your brothers were warriors, both of them dead at the hands of those you seem so eager to protect.",disgust
4084,Season 2,"I'm not protecting anyone. I just wonder if it's not wiser to wait. Why risk going against the North if they would be our allies? Rise up against them and they could destroy us. But if we pledge fealty to them, they'll give us Casterly Rock.",anger
4085,Season 2,What are our words? Our words?,neutral
4086,Season 2,We do not sow.,neutral
4087,Season 2,We do not sow. We are Ironborn. We're not subjects. We're not slaves. We do not plow the fields or toil in the mine. We take what is ours. Your time with the wolves has made you weak.,neutral
4088,Season 2,"You act as if I volunteered to go. You gave me away, if you remember. The day you bent the knee to Robert Baratheon. After he crushed you. Did you take what was yours then?",disgust
4089,Season 2,You gave me away!,anger
4090,Season 2,Your boy! Your last boy! You gave me away like I was some dog you didn't want anymore. And now you curse me because I've come home.,anger
4091,Season 2,You'd have our father bow down to your other family?,neutral
4092,Season 2,I have no other family.,sadness
4093,Season 2,"Don't you? Make your choice, Theon, and do it quickly. Our ships sail with or without you.",neutral
4094,Season 2,You won't let me leave this room. You won't let me-,anger
4095,Season 2,Keep your voice down.,neutral
4096,Season 2,Why? You think your father can hear me? He's three hundred miles away!,surprise
4097,Season 2,I don't intend for you to stay here. I might be able to bring you into the castle kitchens.,neutral
4098,Season 2,"Again, only temporary.",neutral
4099,Season 2,Every man who has tasted my cooking has told me what a good whore I am.,disgust
4100,Season 2,But you wouldn't be a cook. You'd pose as a scullion.,disgust
4101,Season 2,Scullion? What is a scullion?,disgust
4102,Season 2,Kitchen wench.,disgust
4103,Season 2,A kitchen wench?,disgust
4104,Season 2,"Yes, but-",neutral
4105,Season 2,Cleaning pots? Is that how my lion wants to see me?,neutral
4106,Season 2,Your lion wants to see you alive. We've come to a dangerous place. My sister wants to hurt me. She'll look for any weakness she can find. She can't know about you.,anger
4107,Season 2,I'm the weakness?,surprise
4108,Season 2,"It's a compliment, my lady.",neutral
4109,Season 2,How is being a weakness a compliment?,neutral
4110,Season 2,Language can be a bit tricky here.,neutral
4111,Season 2,"Oh, I'm too stupid to understand. The stupid foreign girl. I am not a kitchen wench.",disgust
4112,Season 2,When will Joffrey and Sansa be married?,sadness
4113,Season 2,"Soon, darling, when the war is over.",neutral
4114,Season 2,"Mother says I'll have a new gown for the ceremony and another for the feast. But yours will be ivory, since you're the bride.",neutral
