Season,Sentence,labels
Season 2,"So do it. Your father, your sister, all these bad people, they can't stop you. Forget about them. Come with me.",anger
Season 2,"I can't. I do belong here. These bad people are what I'm good at. Out-talking them, out-thinking them. It's what I am. And I like it. I like it more than anything I've ever done. Are you going to leave?",disgust
Season 2,You have a shit memory. I am yours and you are mine.,anger
Season 2,"In the sight of the Seven, I hereby seal these two souls, binding them as one for eternity. Look upon one another and say the words.",neutral
Season 2,"Father, smith, warrior, mother ,maiden, crone, stranger.",disgust
Season 2,"Father, smith, warrior, mother,maiden, crone, stranger.",disgust
Season 2,I am hers and she is mine from this day until the end of my days.,neutral
Season 2,I am his and he is mine from this day until the end of my days.,neutral
Season 2,"A house of ghosts, Khaleesi.",fear
Season 2,Where are the guards?,neutral
Season 2,"No guards. The warlocks kill with sorcery, not steel.",disgust
Season 2,Let them try.,neutral
Season 2,Is this a riddle?,surprise
Season 2,Khaleesi! Khaleesi!,surprise
Season 2,Are you trying to frighten me with magic tricks? You want me? Here I am. Are you afraid of a little girl?,fear
Season 2,How did he find us?,surprise
Season 2,What are you doing here?,surprise
Season 2,Waiting for you.,neutral
Season 2,How did you know we'd come this way?,surprise
Season 2,"After all the things you have seen, this is your question?",surprise
Season 2,How did you kill those guards? Was it hard?,anger
Season 2,"No harder than taking a new name, if you know the way.",neutral
Season 2,"Show me how. I want to be able to do it, too.",neutral
Season 2,"If you would learn, you must come with me.",neutral
Season 2,Where?,neutral
Season 2,Far and away across the Narrow Sea to Braavos.,fear
Season 2,My dancing master was from Braavos.,joy
Season 2,"To be a dancing master is a special thing, but to be a faceless man, that is something else entirely. The girl has many names on her lips. Joffrey, Cersei, Tywin Lannister, llyn Payne, the Hound. Names to offer up to the Red God. She could offer them all one by one.",neutral
Season 2,"I want to. But I can't. I need to find my brother and mother. And my sister. I need to find her, too.",sadness
Season 2,Then we must part. A man has duties as well. Here.,neutral
Season 2,What is it?,surprise
Season 2,A coin of great value.,joy
Season 2,Could it buy a horse?,neutral
Season 2,It is not meant for the buying of horses.,neutral
Season 2,Then what good is it?,anger
Season 2,"If the day comes when you must find me again, just give that coin to any man from Braavos and say these words to him, ""Valar Morghulis.""",neutral
Season 2,Valar Morghulis.,neutral
Season 2,"Please don't go, Jaqen.",fear
Season 2,Jaqen is dead. Say it again. Valar Morghulis.,sadness
Season 2,Good.,neutral
Season 2,"Farewell, Arya Stark.",neutral
Season 2,"Osha, what are you doing?",surprise
Season 2,Tell us what medicine to get from your chambers.,neutral
Season 2,We'll make you better.,neutral
Season 2,I feel just fine.,joy
Season 2,They burned it down. They burned everything.,anger
Season 2,Not everything. Not you. But they may come back. You have to go. Put on your warmest clothes. Pack as much food as you can carry and go north.,neutral
Season 2,North's the wrong way. And mother and brother are south. We don't know where.,neutral
Season 2,"There are too many enemies in the south. Go to the Wall, to Jon. He'll look after you and let your mother know you're safe.",neutral
Season 2,I don't want to leave you.,sadness
Season 2,"No more than I want to leave you. I pulled you into the world. Both of you. I've seen both your faces almost every day since. And for that, I consider myself very, very lucky. Go now with Hodor. Go on. I'll be right here.",neutral
Season 2,Osha. You must protect them. You're the only one who can. You may have to protect them against your own kind.,neutral
Season 2,I've got no great love for my own kind. I'll get you milk of the poppy. Tell me where to find it.,neutral
Season 2,I don't want milk of the poppy.,disgust
Season 2,Do it quickly.,neutral
Season 2,Moon of my life.,sadness
Season 2,"This is dark magic, like the magic that took you from me. Took you from me before I could even Maybe I am dead and I just don't know it yet. Maybe I am with you in the Night Lands.",fear
Season 2,Or maybe I refused to enter the Night Lands without you. Maybe I told the Great Stallion to go fuck himself and came back here to wait for you.,neutral
Season 2,That sounds like something you would do.,neutral
Season 2,"Or maybe it is a dream. Your dream, my dream I do not know. These are questions for wise men with skinny arms.",neutral
Season 2,You are the moon of my life. That is all I know and all I need to know.,neutral
Season 2,"And if this is a dream, I will kill the man who tries to wake me.",fear
Season 2,"Until the sun rises in the west and sets in the east, until the rivers run dry and the mountains blow in the wind like leaves.",anger
Season 2,They miss their mother.,sadness
Season 2,They want to be with you.,neutral
Season 2,Do you want to be with them?,neutral
Season 2,You will be.,neutral
Season 2,"When your dragons were born,",joy
Season 2,our magic was born again.,joy
Season 2,It is strongest in their presence.,disgust
Season 2,And they are strongest in yours.,neutral
Season 2,"You will be with them, through winter, summer, winter again. Across a thousand, thousand seasons you will be with them.",neutral
Season 2,And we will be with you until time comes to an end.,neutral
Season 2,"Welcome home, Daenerys Stormborn.",neutral
Season 2,"This is not my home. My home is across the sea, where my people are waiting for me.",neutral
Season 2,They will be waiting a long time.,neutral
Season 2,Dracarys.,neutral
Season 2,"We should be there by sundown. Won't be a fun night for you. Mance knows how to make crows sing. If you know what to say, you might just make it through the night. Not talking's not the way to go.",neutral
Season 2,Careful with that. You might cut yourself.,fear
Season 2,"Never swung a sword before, have you? You look like a baby with a rattle.",disgust
Season 2,Enough of that!,anger
Season 2,Stop!,anger
Season 2,"Why, traitor? So you can give Mance Rayder an invitation to Castle Black?",anger
Season 2,Let 'em fight.,anger
Season 2,That's it? That's what you can do? You little shit.,anger
Season 2,Your traitor father teach you that?,anger
Season 2,Or was it your whore mother?,neutral
Season 2,We are the watchers on the Wall.,neutral
Season 2,You can tell Mance that's the man who killed Qhorin Halfhand.,neutral
Season 2,Burn the body.,anger
Season 2,Aye.,neutral
Season 2,You don't want this one coming back for you.,anger
Season 2,"Come along, Jon Snow.",neutral
Season 2,Time to meet the King-beyond-the-Wall.,neutral
Season 2,What the-,surprise
Season 2,"Khaleesi, please. He said you'd never leave Qarth alive.",neutral
Season 2,Come.,neutral
Season 2,Nothing.,neutral
Season 2,"Thank you, Xaro Xhoan Daxos. Thank you for teaching me this lesson.",joy
Season 2,"I am king of Qarth. I can help you now, truly help you. We can take the Iron Throne. I'll bring you a thousand ships.",fear
Season 2,"Please, Khaleesi, I beg you.",neutral
Season 2,All that you have dreamed is within your reach!,surprise
Season 2,"I beg you, please!",fear
Season 2,Khaleesi.,neutral
Season 2,Please! Please!,disgust
Season 2,Khaleesi!,surprise
Season 2,It's all a lie.,disgust
Season 2,Looks real enough to me. Real enough to buy a ship?,surprise
Season 2,"Aye, a small ship.",disgust
Season 2,Take all the gold and jewels.,neutral
Season 2,I thought we were coming north to fight wildlings.,neutral
Season 2,Is this goat?,neutral
Season 2,It's moose. People shouldn't live anywhere you need to burn shit to keep warm.,anger
Season 2,"Well, you see a tree, let me know.",neutral
Season 2,"If you step back and think about it, the thing about Gilly that's so interesting is",neutral
Season 2,Just bloody kill me.,anger
Season 2,"No, truly. The thing about her that I find so interesting is that after all that Craster's done to her, she's still got hope that life might get better.",neutral
Season 2,The thing about Gilly that you find so interesting is that she said six words to you.,surprise
Season 2,And the thing about you that I find so interesting is absolutely nothing.,surprise
Season 2,It's Jon and the Halfhand. They're back.,neutral
Season 2,Two blasts is wildlings. You're not fighting them alone.,neutral
Season 2,Come on.,anger
Season 2,Three blasts?,surprise
Season 2,Run!,anger
Season 2,Wait! Wait for me!,neutral
Season 2,Grenn!,surprise
Season 2,Edd!,disgust
Season 3,Fall back!,neutral
Season 3,Brother?,surprise
Season 3,Did you send the ravens?,surprise
Season 3,"Tarly, look at me. Did you send the ravens?",anger
Season 3,"That was your job. Your only job. We need to get back to the Wall. It's a long march. We know what's out there, but we have to make it, have to warn them or before winter's done, everyone you've ever known will be dead.",neutral
Season 3,CREDITS,neutral
Season 3,"First time you've seen a giant, Jon Snow?",surprise
Season 3,"Well, don't stare too long. They're shy. When they stop being shy, they get angry. And when they're angry, I've seen them pound a man straight into the ground like a hammer on a nail.",anger
Season 3,Crow!,anger
Season 3,Crow!,anger
Season 3,Look over there!,anger
Season 3,Crow! Look over here! Look!,anger
Season 3,"Ah, look, crow coming!",anger
Season 3,You're wearing the wrong color.,disgust
Season 3,Mance was a ranger.,neutral
Season 3,"In your hearts, all you crows want to fly free.",neutral
Season 3,"When I'm free, will I be free to go?",neutral
Season 3,"Sure, you will.",neutral
Season 3,Oh!,surprise
Season 3,"And I'll be free to kill you. Got no respect, this lot. Got no fathers to slap 'em when they're foul.",anger
Season 3,What happened to their fathers?,surprise
Season 3,"Some of them were killed by crows like you. Don't look so grim, Jon Snow. If Mance Rayder likes you, you'll live another day. And if he don't...",sadness
Season 3,I smell a crow.,disgust
